file,review_method,review_focus,finding_ids,sha256,status,verification
internal/web/customer_registration_recovery.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,ee13f837de4412c1711cd39b5bcbba970b3c2956b4a9ca89c061f896d15301c9,inspected; no separate finding recorded,Not executed; static audit only
internal/web/dashboard_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F025,7535f8ba4bbee0e14f0342595e8e9817acad73090705d6d7145633fa159c7e04,inspected; findings open,Not executed; static audit only
internal/web/document_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F030,ef8d0f15fa6d09089f1e0805ba185adb8a837ca112e8e2912f30ad1aefff2598,inspected; findings open,Not executed; static audit only
internal/web/document_upload_slot_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,a8ac0868c2f145e4193060d49c30d0c49b1c8f1f3808da0baa27b0a5f2874b53,inspected; no separate finding recorded,Not executed; static audit only
internal/web/feedback_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,165420814edf533ee6b51a5bab1b1000d78600fb29966879435416a3fdde2441,inspected; no separate finding recorded,Not executed; static audit only
internal/web/financial_reads.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,16e6c82e9b59457bc01db693ac5d1ef8724eb5cc7f9933f2eeaa4a52fdde4264,inspected; no separate finding recorded,Not executed; static audit only
internal/web/financial_review_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F017,e808220031823c824064a5247623e3f9586fc8de080b1183dddc16518afd3951,inspected; findings open,Not executed; static audit only
internal/web/fuzz_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,94d256f832ecf1e4f60447237de468f0e93ce8ec4477f0d54eecc567d134dc80,inspected; no separate finding recorded,Not executed; static audit only
internal/web/http_helpers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,7e7d249229b0d3ca50f26c9165e1d53b38f381360690a535ec1e318897b17068,inspected; no separate finding recorded,Not executed; static audit only
internal/web/idempotency_middleware_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,701e63f8dde26c3f788a068ede30163513ba314a73fd5d2ed86c6480c7a5ed3b,inspected; no separate finding recorded,Not executed; static audit only
internal/web/mandate_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,16a5fbe77714e5e760a38823674791a021d8daa72d843ec5475b57c5d53361f8,inspected; no separate finding recorded,Not executed; static audit only
internal/web/milestone1_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,7fc32a2d4005525c594aa8aee47ff226f6793e075b03574e3c400e26b74183dc,inspected; no separate finding recorded,Not executed; static audit only
internal/web/mono_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F010;F022;F026,4009f2cbb2d237743b1e8b537aa2407f9e46bc9c4dd5508202fc88376453aacb,inspected; findings open,Not executed; static audit only
internal/web/mono_runtime_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,1e9b89758398c8f7f1c26db25d7404a6212d7e37d29988b583d1ef614455c4fa,inspected; no separate finding recorded,Not executed; static audit only
internal/web/notification_receipt_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F001,816ebf1975ba758922398c1f0741f8c0f0e028a9f705cfabcf5c15981c3d6d79,inspected; findings open,Not executed; static audit only
internal/web/notification_recipients.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,8d7d8946a7fbc34723f5f4291b856b704e6b4b7e28d27123f2f0822ea3d1e250,inspected; no separate finding recorded,Not executed; static audit only
internal/web/onboarding_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F018;F019,741170f408de8b17ccd85aa7a2836e6987990c8a29db004f223eef206609906a,inspected; findings open,Not executed; static audit only
internal/web/optional_activity_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,d52f81108a6173b07b414722d6ebf09475a9a0b5b2dc078ad20e25986f816de5,inspected; no separate finding recorded,Not executed; static audit only
internal/web/organization_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,8620c10becd0b6d23704761a1af2258c273f3341aa2d8dc42cfcda40c79a8760,inspected; no separate finding recorded,Not executed; static audit only
internal/web/outbox_notifications.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,baeeb538648946e7b93d4757a7c55b6f5f1255809d0d23753170cc2500e04f70,inspected; no separate finding recorded,Not executed; static audit only
internal/web/outbox_notifications_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,282867b09470ab4d32445b8c7b528162849af3f4794f3c65af3f9b713962b043,inspected; no separate finding recorded,Not executed; static audit only
internal/web/ownership_transfer.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F014,fcae9f0290af0bf05a74d22eccbeea8c0d6bdbd379f0ef7c6023161b586e9d3e,inspected; findings open,Not executed; static audit only
internal/web/ownership_transfer_postgres_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",F040,8a72eefea118baee0af195a8950580ba072d414d1ffa0afea2bfd5aad83848f2,inspected; findings open,Not executed; static audit only
internal/web/payment_claim_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F029,635f331b7bf6e31b8b80a4108561766a443ba88b55f4516d0d2ee5cbf4fd5c21,inspected; findings open,Not executed; static audit only
internal/web/platform_operations_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F015;F016,279fa2ca4f85b239b801812cc6804cd7680fd68d83aad47ffe0b2f9baa9d7cf4,inspected; findings open,Not executed; static audit only
internal/web/platform_operations_handlers_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,e99e49cb402a3ada90d7346cbd07c1012640e7f065ac8880904d1a51d74c7e39,inspected; no separate finding recorded,Not executed; static audit only
internal/web/platform_settings_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,4da9f89697359348511951aa2b737a2fb22fe4d20c6b5b2f65017ec7f3c3c7e8,inspected; no separate finding recorded,Not executed; static audit only
internal/web/platform_settings_handlers_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,2635c88d477d6a70a459a7d584fbc3b8778404c4da03ee1ab9123f9db70e3443,inspected; no separate finding recorded,Not executed; static audit only
internal/web/provider_readiness_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,2ef173b157d5a2037b8688372a2a78290700f601a1f8a8bf46c1af1fb4bdf3d0,inspected; no separate finding recorded,Not executed; static audit only
internal/web/relationship_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,c93a0b021cec6a532f612429c6e46bfcf55255598291a9cd4ff424457fd81ccf,inspected; no separate finding recorded,Not executed; static audit only
internal/web/reports_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,49d371910c4008b1a734ed2b474217d2f489606fd1ea04e3e3773740ed907420,inspected; no separate finding recorded,Not executed; static audit only
internal/web/risk_hold_scope_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,57801ac3a93d637afe405fb3f41ae2e4ebfc31fae18b94a30886ebc2bec7befb,inspected; no separate finding recorded,Not executed; static audit only
internal/web/runtime.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F001;F007;F012;F021,28a865256ac6ed60a3d8d4bd696f0777986929e7f7beb7504fbf135094f98e86,inspected; findings open,Not executed; static audit only
internal/web/runtime_schedule_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",F040,b61ade51c7e04c5cefae3f930ee714f3a5f8e5dd767db05bfca4bd273de34365,inspected; findings open,Not executed; static audit only
internal/web/runtime_tradeline_postgres_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,6d5b1fa7e4d3e3c85c7ca7f032712bbb11cdd739b0d1ce8919bd999cd23a9e96,inspected; no separate finding recorded,Not executed; static audit only
internal/web/secure_link_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,711133e8bd2a7af8c5e3c9e557fcdd8365258743d74bd5a0be2f8eaf41d89500,inspected; no separate finding recorded,Not executed; static audit only
internal/web/secure_link_handlers_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,ac2d4f9574a4ed6e5a1944e6d97949661c803f2c8b9cdaad71a71a5dd85973bd,inspected; no separate finding recorded,Not executed; static audit only
internal/web/server.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F011,698e179bb3b6ddd761b2bc00d9ca784cf171118eb1cc7f9731dc7c49293ace00,inspected; findings open,Not executed; static audit only
internal/web/server_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,d9efd8cace3112281ebeeb06b718959f4bff5a02cb5efc260de5106366776f4d,inspected; no separate finding recorded,Not executed; static audit only
internal/web/supplier_onboarding_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,6ad86432aeeacd2ae934ef8f3652210cf6cc1933ee1dd1770ea3fd4932af73f8,inspected; no separate finding recorded,Not executed; static audit only
